Category,Temperature_C,Is_Package_Open,Spoilage_Days
Liquid_Dairy,19.8,0,1
Cooked_Meals,-3.4,1,1
Meat_Poultry,14.6,1,1
Vegetables,-7.9,0,12
Cooked_Meals,-7.7,1,1
Hard_Cheese,18.2,0,6
Meat_Poultry,16.6,0,1
Meat_Poultry,-23.4,1,103
Fruits,-5.1,1,10
Vegetables,-20.4,0,258
Liquid_Dairy,-11.9,1,47
Meat_Poultry,-0.9,0,6
Fruits,-3.0,0,13
Meat_Poultry,6.5,1,3
Cooked_Meals,-8.9,0,4
Meat_Poultry,-22.2,0,173
Cooked_Meals,-3.2,1,1
Cooked_Meals,7.4,0,3
Cooked_Meals,-14.0,1,42
Fermented_Dairy,-1.2,0,15
Liquid_Dairy,-21.0,1,46
Liquid_Dairy,-6.5,0,9
Cooked_Meals,-24.0,1,42
Hard_Cheese,17.3,1,3
Vegetables,24.8,1,3
Fermented_Dairy,-7.1,0,14
Vegetables,-14.8,0,205
Vegetables,8.2,0,9
Meat_Poultry,-23.0,0,195
Fermented_Dairy,5.3,0,11
Meat_Poultry,5.3,1,2
Liquid_Dairy,5.2,0,8
Liquid_Dairy,3.3,1,3
Hard_Cheese,-12.6,0,91
Hard_Cheese,-3.4,1,29
Fruits,6.8,1,7
Meat_Poultry,-2.6,1,3
Fruits,12.9,1,3
Fermented_Dairy,-14.4,0,96
Meat_Poultry,-18.7,0,192
Hard_Cheese,23.4,0,6
Liquid_Dairy,-12.4,1,49
Meat_Poultry,-7.3,0,7
Vegetables,11.8,1,4
Meat_Poultry,10.1,0,4
Meat_Poultry,-20.0,1,93
Cooked_Meals,13.9,0,1
Fermented_Dairy,-11.0,1,41
Hard_Cheese,23.1,1,3
Fruits,14.5,0,3
Fruits,18.0,0,6
Cooked_Meals,-23.2,0,81
Fermented_Dairy,-21.1,0,95
Vegetables,11.5,0,6
Liquid_Dairy,-15.1,1,48
Fermented_Dairy,25.0,0,3
Cooked_Meals,-7.4,0,4
Fruits,8.3,0,9
Fermented_Dairy,14.3,1,2
Vegetables,-17.7,1,121
Cooked_Meals,-24.4,0,96
Fermented_Dairy,-11.7,1,41
Cooked_Meals,23.9,1,1
Hard_Cheese,-5.9,0,31
Meat_Poultry,10.3,0,3
Vegetables,-24.0,1,110
Meat_Poultry,-5.0,1,3
Hard_Cheese,0.3,1,30
Vegetables,-24.3,0,263
Vegetables,15.0,0,3
Vegetables,3.4,0,15
Hard_Cheese,3.2,1,23
Fermented_Dairy,-17.9,0,98
Fermented_Dairy,9.3,0,7
Liquid_Dairy,6.3,1,3
Fermented_Dairy,-6.2,1,11
Cooked_Meals,17.7,1,1
Cooked_Meals,6.2,0,3
Fermented_Dairy,-10.0,0,80
Cooked_Meals,4.5,0,3
Hard_Cheese,-17.4,0,94
Fermented_Dairy,-24.8,0,88
Cooked_Meals,4.5,0,3
Cooked_Meals,-14.3,1,43
Fermented_Dairy,0.7,1,9
Fruits,-17.2,0,215
Fermented_Dairy,-6.6,1,9
Fermented_Dairy,-13.9,1,44
Fermented_Dairy,1.7,0,12
Cooked_Meals,-2.6,1,2
Hard_Cheese,4.1,1,30
Vegetables,-11.2,0,241
Hard_Cheese,3.6,0,31
Liquid_Dairy,17.9,1,1
Meat_Poultry,1.8,1,3
Hard_Cheese,16.6,1,3
Liquid_Dairy,6.7,0,9
Fermented_Dairy,-5.9,0,15
Liquid_Dairy,-19.8,0,99
Liquid_Dairy,20.9,1,1
Fermented_Dairy,5.8,1,8
Meat_Poultry,-13.2,0,203
Vegetables,3.7,1,11
Fermented_Dairy,-20.2,1,41
Hard_Cheese,6.2,1,22
Vegetables,-3.8,0,15
Meat_Poultry,-9.3,0,7
Vegetables,-10.9,1,120
Meat_Poultry,7.9,1,2
Cooked_Meals,4.1,1,2
Cooked_Meals,1.6,1,1
Fermented_Dairy,19.4,1,2
Fruits,1.8,0,14
Meat_Poultry,-2.3,1,3
Vegetables,-10.3,1,137
Liquid_Dairy,14.1,1,1
Cooked_Meals,-13.6,1,50
Fruits,-16.2,0,271
Fermented_Dairy,-20.0,1,42
Liquid_Dairy,-13.3,0,90
Hard_Cheese,-3.7,1,29
Hard_Cheese,1.0,0,28
Vegetables,-14.3,0,276
Vegetables,0.9,1,10
Meat_Poultry,22.5,1,1
Meat_Poultry,2.3,0,7
Meat_Poultry,-5.7,1,3
Fermented_Dairy,5.9,1,9
Meat_Poultry,-10.1,1,90
Hard_Cheese,15.8,1,3
Hard_Cheese,12.0,1,9
Meat_Poultry,11.2,1,1
Vegetables,-13.4,0,225
Cooked_Meals,11.1,0,2
Fruits,-4.5,0,15
Cooked_Meals,-4.2,1,2
Cooked_Meals,6.0,0,3
Fruits,-18.4,0,217
Fermented_Dairy,21.5,0,3
Meat_Poultry,-9.0,0,8
Fruits,10.6,1,4
Fermented_Dairy,-16.3,1,49
Liquid_Dairy,-9.1,0,9
Fruits,15.9,1,3
Hard_Cheese,8.4,0,18
Liquid_Dairy,12.8,0,3
Meat_Poultry,13.3,0,2
Fermented_Dairy,-13.5,0,94
Cooked_Meals,-12.2,0,89
Liquid_Dairy,-4.4,1,3
Cooked_Meals,-22.2,0,92
Vegetables,6.8,1,9
Liquid_Dairy,-4.7,1,3
Cooked_Meals,-7.2,0,4
Hard_Cheese,-7.9,0,33
Cooked_Meals,-24.3,1,45
Liquid_Dairy,-22.1,0,100
Vegetables,10.4,1,4
Fruits,-8.2,1,9
Vegetables,11.3,1,4
Vegetables,17.6,1,2
Fermented_Dairy,9.7,0,7
Hard_Cheese,-7.0,1,25
Fruits,4.2,1,10
Meat_Poultry,-8.6,0,6
Fruits,-13.9,0,231
Cooked_Meals,-4.1,0,4
Cooked_Meals,-9.1,0,4
Vegetables,-19.3,1,103
Cooked_Meals,-21.6,1,48
Hard_Cheese,-17.5,0,102
Meat_Poultry,-4.1,0,7
Fermented_Dairy,12.1,0,5
Fermented_Dairy,-3.5,0,16
Liquid_Dairy,-12.9,1,47
Cooked_Meals,-8.8,1,1
Hard_Cheese,-24.2,0,89
Vegetables,11.2,1,4
Fermented_Dairy,9.9,1,5
Fruits,23.7,1,3
Fermented_Dairy,-8.4,1,11
Cooked_Meals,-12.0,1,47
Hard_Cheese,7.1,0,20
Fruits,18.4,0,5
Vegetables,-6.5,0,15
Fermented_Dairy,15.0,0,3
Liquid_Dairy,-8.2,0,9
Liquid_Dairy,2.9,0,10
Hard_Cheese,-16.1,0,98
Meat_Poultry,24.4,0,1
Fruits,-12.5,0,249
Meat_Poultry,14.2,0,2
Meat_Poultry,9.5,1,1
Fruits,-13.6,1,132
Meat_Poultry,23.4,1,1
Cooked_Meals,0.9,0,4
Cooked_Meals,-0.2,1,2
Cooked_Meals,-20.5,0,90
Hard_Cheese,-11.5,1,40
Vegetables,6.2,1,9
Hard_Cheese,-2.0,1,27
Meat_Poultry,-21.8,0,201
Meat_Poultry,4.0,0,6
Vegetables,-5.7,1,11
Meat_Poultry,-12.5,1,83
Meat_Poultry,4.8,1,3
Cooked_Meals,-8.2,1,2
Hard_Cheese,-7.4,1,24
Cooked_Meals,-8.9,1,2
Liquid_Dairy,-24.8,1,49
Fermented_Dairy,-9.9,1,11
Fermented_Dairy,17.8,0,3
Fermented_Dairy,20.8,1,1
Cooked_Meals,21.4,0,1
Hard_Cheese,1.6,0,34
Hard_Cheese,0.5,0,33
Cooked_Meals,-21.8,0,95
Fruits,8.8,1,6
Vegetables,1.1,0,15
Fruits,10.1,0,7
Hard_Cheese,-13.5,1,39
Vegetables,9.0,1,6
Fermented_Dairy,-9.3,0,14
Meat_Poultry,14.4,0,1
Cooked_Meals,-15.3,0,78
Fruits,-13.5,1,129
Meat_Poultry,19.9,0,1
Fruits,17.7,0,5
Vegetables,-12.0,0,270
Hard_Cheese,-20.9,0,93
Cooked_Meals,-15.6,1,46
Cooked_Meals,-7.5,0,4
Vegetables,6.9,0,12
Hard_Cheese,-5.0,0,32
Meat_Poultry,-11.8,0,178
Vegetables,9.7,1,5
Vegetables,17.8,0,5
Cooked_Meals,-10.3,0,89
Vegetables,-20.1,0,209
Liquid_Dairy,-10.7,0,88
Cooked_Meals,1.3,1,2
Vegetables,15.2,0,5
Vegetables,-19.5,0,231
Meat_Poultry,-4.0,0,7
Meat_Poultry,-18.8,1,103
Hard_Cheese,23.4,1,3
Liquid_Dairy,-16.8,1,49
Fermented_Dairy,-23.4,0,99
Hard_Cheese,17.3,1,3
Meat_Poultry,-15.9,0,155
Fermented_Dairy,4.2,0,15
Vegetables,-11.4,1,119
Hard_Cheese,-5.2,0,26
Vegetables,-6.7,1,9
Meat_Poultry,24.0,1,1
Fermented_Dairy,-21.7,1,47
Meat_Poultry,10.4,1,1
Meat_Poultry,-10.1,0,190
Liquid_Dairy,-13.7,1,51
Cooked_Meals,1.2,1,2
Fermented_Dairy,-17.5,0,84
Liquid_Dairy,5.1,1,3
Hard_Cheese,21.3,0,6
Fermented_Dairy,-0.7,1,11
Vegetables,20.3,0,6
Fruits,-15.4,1,117
Vegetables,1.0,0,14
Hard_Cheese,5.1,1,24
Liquid_Dairy,-1.8,1,3
Hard_Cheese,-21.1,0,91
Fruits,-7.8,0,13
Vegetables,-17.6,0,234
Fermented_Dairy,16.4,0,3
Fermented_Dairy,-23.9,1,45
Vegetables,16.5,1,3
Vegetables,-21.8,1,110
Hard_Cheese,6.9,1,21
Vegetables,-18.2,1,135
Cooked_Meals,-10.3,1,50
Cooked_Meals,-7.5,0,4
Liquid_Dairy,-13.2,1,44
Meat_Poultry,17.2,0,1
Hard_Cheese,4.2,0,30
Hard_Cheese,-17.8,1,48
Meat_Poultry,-10.3,0,169
Fermented_Dairy,8.4,0,10
Cooked_Meals,17.1,1,1
Fermented_Dairy,-11.5,1,51
Meat_Poultry,14.5,0,1
Hard_Cheese,10.4,1,12
Vegetables,-18.2,0,210
Fermented_Dairy,-15.3,0,77
Fermented_Dairy,7.8,0,9
Fruits,-12.8,0,239
Fruits,1.2,0,13
Hard_Cheese,-24.2,1,39
Meat_Poultry,-25.0,0,172
Vegetables,-13.6,1,103
Cooked_Meals,10.9,0,2
Vegetables,17.7,1,2
Cooked_Meals,8.8,1,1
Fruits,-22.4,1,110
Vegetables,6.0,1,9
Meat_Poultry,-8.5,0,8
Liquid_Dairy,7.5,1,2
Cooked_Meals,10.7,1,1
Liquid_Dairy,-18.1,1,50
Cooked_Meals,-12.1,0,102
Vegetables,5.3,1,9
Liquid_Dairy,13.9,1,1
Fruits,18.3,0,5
Hard_Cheese,10.1,0,13
Vegetables,0.2,1,9
Meat_Poultry,17.4,1,1
Fermented_Dairy,-6.6,0,15
Cooked_Meals,22.9,0,1
Liquid_Dairy,-23.8,0,94
Fruits,4.9,1,10
Cooked_Meals,2.8,1,1
Vegetables,-2.5,1,9
Meat_Poultry,13.3,1,1
Fruits,-20.6,0,229
Fruits,2.9,0,14
Meat_Poultry,-15.7,1,78
Fermented_Dairy,7.2,1,7
Liquid_Dairy,8.4,1,2
Meat_Poultry,8.1,0,4
Fermented_Dairy,21.7,0,3
Vegetables,10.7,1,5
Fermented_Dairy,11.5,1,4
Hard_Cheese,-3.8,1,29
Hard_Cheese,-12.7,0,97
Hard_Cheese,11.8,0,11
Hard_Cheese,-17.3,0,102
Cooked_Meals,11.7,1,1
Fermented_Dairy,-0.6,1,10
Meat_Poultry,19.5,0,1
Liquid_Dairy,23.1,0,1
Hard_Cheese,-9.9,0,32
Fermented_Dairy,-2.3,1,11
Hard_Cheese,10.2,0,14
Meat_Poultry,-6.3,0,8
Vegetables,12.1,0,5
Vegetables,15.6,1,3
Cooked_Meals,16.3,1,1
Fermented_Dairy,3.8,1,10
Cooked_Meals,0.3,1,1
Vegetables,-0.8,0,16
Vegetables,-24.9,1,117
Vegetables,14.4,1,2
Cooked_Meals,-10.6,0,89
Liquid_Dairy,9.7,1,2
Fermented_Dairy,17.4,0,3
Cooked_Meals,-10.5,0,90
Cooked_Meals,16.7,0,1
Fruits,8.7,1,7
Fruits,2.6,0,15
Vegetables,-10.1,0,244
Fermented_Dairy,0.9,1,9
Hard_Cheese,22.3,0,5
Hard_Cheese,2.0,0,30
Vegetables,-16.5,0,238
Hard_Cheese,-5.2,0,33
Fruits,-13.8,1,117
Liquid_Dairy,1.0,0,10
Vegetables,-12.7,0,270
Fermented_Dairy,-20.0,0,88
Meat_Poultry,-8.4,0,7
Meat_Poultry,2.2,1,3
Fermented_Dairy,4.5,1,9
Meat_Poultry,6.7,0,5
Fruits,-18.1,1,129
Cooked_Meals,-17.2,0,103
Vegetables,24.5,1,3
Liquid_Dairy,-8.2,1,3
Fruits,-20.8,0,253
Hard_Cheese,-17.5,0,94
Cooked_Meals,15.7,1,1
Fermented_Dairy,-19.2,1,45
Fruits,-9.2,1,9
Hard_Cheese,4.2,0,28
Cooked_Meals,6.1,0,3
Fermented_Dairy,-15.1,0,87
Meat_Poultry,-22.1,1,85
Fruits,-4.2,0,16
Fermented_Dairy,22.8,1,1
Fruits,24.9,0,6
Fermented_Dairy,23.2,0,3
Fruits,19.9,0,5
Meat_Poultry,12.0,1,1
Hard_Cheese,17.4,0,6
Meat_Poultry,18.7,0,1
Hard_Cheese,-1.1,1,27
Liquid_Dairy,-9.5,1,3
Fruits,7.4,0,11
Fruits,-22.0,1,122
Liquid_Dairy,-3.6,0,9
Meat_Poultry,-8.2,0,8
Liquid_Dairy,-15.2,1,52
Vegetables,-11.2,1,130
Meat_Poultry,-16.0,1,91
Vegetables,24.2,0,5
Vegetables,13.2,1,3
Hard_Cheese,0.3,1,31
Hard_Cheese,-15.7,1,50
Liquid_Dairy,-8.7,0,10
Fruits,-13.5,1,130
Liquid_Dairy,-15.6,0,100
Vegetables,5.8,1,9
Fruits,23.4,0,6
Liquid_Dairy,3.4,0,11
Liquid_Dairy,-23.2,1,49
Hard_Cheese,-9.4,1,30
Meat_Poultry,19.8,1,1
Fermented_Dairy,-22.5,0,91
Fruits,-6.6,1,9
Fermented_Dairy,-4.4,0,14
Vegetables,13.5,0,3
Hard_Cheese,-21.3,0,78
Fruits,13.4,0,3
Liquid_Dairy,15.4,1,1
Hard_Cheese,20.2,0,6
Fruits,20.2,1,3
Cooked_Meals,6.6,0,4
Vegetables,-17.7,1,130
Vegetables,14.1,1,2
Hard_Cheese,4.8,0,31
Vegetables,20.4,1,3
Hard_Cheese,20.4,0,6
Fruits,7.3,0,10
Liquid_Dairy,-24.1,0,92
Fruits,-12.8,1,136
Meat_Poultry,-21.3,0,195
Fruits,20.9,0,6
Fruits,1.8,1,11
Meat_Poultry,12.0,0,2
Liquid_Dairy,-15.6,1,47
Vegetables,-7.4,0,16
Fermented_Dairy,-20.5,0,83
Cooked_Meals,-21.4,0,101
Cooked_Meals,-2.5,0,4
Liquid_Dairy,16.4,1,1
Fruits,16.8,1,3
Liquid_Dairy,5.6,0,10
Meat_Poultry,16.9,1,1
Fermented_Dairy,-23.3,0,95
Cooked_Meals,9.5,1,1
Meat_Poultry,1.9,1,3
Liquid_Dairy,6.2,1,3
Hard_Cheese,2.0,0,32
Fermented_Dairy,-1.7,1,9
Vegetables,-22.6,1,134
Fruits,5.8,1,8
Fruits,10.3,0,7
Fermented_Dairy,-7.4,1,11
Fruits,2.9,0,13
Fruits,1.1,0,12
Liquid_Dairy,-1.4,1,3
Fruits,-12.5,1,130
Liquid_Dairy,-21.5,0,85
Meat_Poultry,-5.0,1,3
Vegetables,-8.5,0,15
Cooked_Meals,24.9,1,1
Meat_Poultry,-9.6,0,7
Cooked_Meals,21.3,0,1
Fermented_Dairy,-15.3,0,84
Vegetables,16.8,1,3
Fermented_Dairy,8.3,1,6
Meat_Poultry,-0.0,1,2
Meat_Poultry,-3.4,0,7
Hard_Cheese,-1.8,0,28
Hard_Cheese,-18.0,1,48
Vegetables,-21.8,1,132
Liquid_Dairy,-23.7,0,88
Fermented_Dairy,-24.5,0,88
Vegetables,-10.9,0,217
Cooked_Meals,-17.8,0,97
Fermented_Dairy,22.3,0,3
Cooked_Meals,-16.5,1,42
Fruits,15.2,1,3
Vegetables,24.8,1,3
Cooked_Meals,-3.8,0,4
Hard_Cheese,2.1,0,28
Vegetables,5.6,1,8
Hard_Cheese,-9.0,0,32
Fruits,8.6,0,8
Meat_Poultry,-10.2,0,187
Fruits,-17.4,0,244
Hard_Cheese,15.7,0,5
Cooked_Meals,-10.6,1,51
Cooked_Meals,-16.9,1,41
Liquid_Dairy,22.5,0,1
Meat_Poultry,2.9,0,7
Cooked_Meals,-4.9,1,2
Liquid_Dairy,5.3,0,8
Vegetables,15.1,1,3
Meat_Poultry,22.3,0,1
Vegetables,-7.5,0,15
Vegetables,3.7,1,9
Hard_Cheese,4.7,1,26
Vegetables,21.6,1,2
Vegetables,4.9,0,13
Fruits,1.7,0,15
Fruits,24.7,0,6
Cooked_Meals,-22.1,1,42
Cooked_Meals,13.4,1,1
Liquid_Dairy,-1.1,1,3
Fermented_Dairy,-8.9,0,15
Fruits,-17.0,1,128
Fruits,-13.8,1,121
Fermented_Dairy,16.1,0,3
Hard_Cheese,7.6,1,20
Fermented_Dairy,-13.7,1,48
Hard_Cheese,3.3,1,23
Cooked_Meals,3.3,0,4
Cooked_Meals,-2.8,1,1
Fermented_Dairy,13.5,1,3
Fruits,-6.2,0,15
Fermented_Dairy,19.0,0,3
Meat_Poultry,14.9,1,1
Meat_Poultry,-4.1,0,7
Fermented_Dairy,-5.3,0,14
Vegetables,-19.1,1,131
Liquid_Dairy,-12.9,0,98
Cooked_Meals,-11.6,0,90
Liquid_Dairy,-16.5,1,47
Hard_Cheese,12.1,1,10
Cooked_Meals,19.4,0,1
Cooked_Meals,-10.5,0,78
Cooked_Meals,1.5,1,2
Vegetables,14.6,1,2
Fermented_Dairy,-7.4,1,9
Cooked_Meals,20.2,0,1
Meat_Poultry,-9.8,0,8
Fermented_Dairy,-16.3,1,42
Hard_Cheese,-3.7,1,30
Vegetables,15.8,1,2
Fruits,-18.3,1,102
Fruits,-6.5,1,11
Fruits,-3.8,0,14
Liquid_Dairy,12.1,1,1
Cooked_Meals,21.3,0,1
Vegetables,12.0,0,6
Fruits,8.3,0,9
Cooked_Meals,-6.3,1,2
Meat_Poultry,-16.7,1,93
Fermented_Dairy,23.6,0,3
Meat_Poultry,-14.4,1,97
Meat_Poultry,-23.4,1,86
Fermented_Dairy,-5.6,1,9
Fermented_Dairy,-20.8,0,90
Vegetables,5.8,0,13
Fruits,-3.4,0,16
Fermented_Dairy,24.9,1,1
Hard_Cheese,-18.7,0,93
Cooked_Meals,5.3,1,1
Hard_Cheese,-15.3,1,38
Fruits,-5.0,0,13
Meat_Poultry,13.8,1,1
Fermented_Dairy,-14.4,1,45
Liquid_Dairy,-5.5,1,3
Fruits,17.9,0,5
Fruits,7.0,0,9
Fruits,12.5,0,4
Cooked_Meals,-18.5,1,43
Vegetables,16.3,1,2
Hard_Cheese,-7.2,0,32
Meat_Poultry,24.3,0,1
Fermented_Dairy,18.9,0,3
Meat_Poultry,4.3,1,3
Hard_Cheese,19.5,1,3
Meat_Poultry,-18.1,0,167
Meat_Poultry,20.9,1,1
Cooked_Meals,24.4,1,1
Cooked_Meals,22.2,1,1
Cooked_Meals,22.2,1,1
Meat_Poultry,-15.3,1,80
Fermented_Dairy,20.7,1,1
Cooked_Meals,-24.4,1,40
Fruits,23.1,1,2
Hard_Cheese,-13.0,0,90
Fruits,6.4,1,7
Cooked_Meals,23.9,0,1
Cooked_Meals,-4.0,0,4
Fermented_Dairy,-24.0,0,85
Hard_Cheese,-21.9,0,88
Cooked_Meals,-0.6,0,4
Liquid_Dairy,16.0,1,1
Cooked_Meals,-19.5,1,49
Meat_Poultry,4.0,1,3
Vegetables,3.5,1,10
Hard_Cheese,3.0,1,24
Fermented_Dairy,8.7,0,9
Fruits,-19.0,0,221
Meat_Poultry,19.1,0,1
Meat_Poultry,15.2,0,1
Hard_Cheese,7.7,0,20
Cooked_Meals,7.2,0,3
Vegetables,17.4,1,3
Fermented_Dairy,-3.0,0,14
Cooked_Meals,11.7,1,1
Fruits,-0.8,0,16
Fruits,-1.4,1,11
Fermented_Dairy,3.5,0,15
Cooked_Meals,-22.5,1,43
Fermented_Dairy,24.5,0,3
Fruits,2.3,0,15
Fruits,-17.3,1,121
Fruits,-2.5,1,11
Fruits,-21.2,1,122
Fermented_Dairy,-1.6,0,16
Fruits,-13.2,1,129
Cooked_Meals,6.0,1,1
Meat_Poultry,-20.7,1,92
Liquid_Dairy,5.7,1,3
Vegetables,-5.2,0,12
Meat_Poultry,0.6,0,7
Liquid_Dairy,5.2,1,3
Hard_Cheese,9.3,0,16
Hard_Cheese,18.4,0,6
Hard_Cheese,13.0,0,8
Meat_Poultry,18.5,0,1
Liquid_Dairy,-0.7,0,9
Fruits,-22.6,1,134
Fermented_Dairy,-24.0,1,46
Fermented_Dairy,-4.5,0,16
Vegetables,10.5,0,7
Vegetables,14.8,1,2
Cooked_Meals,9.4,0,2
Meat_Poultry,18.1,0,1
Fermented_Dairy,-5.5,1,10
Fruits,-15.0,1,116
Meat_Poultry,-18.6,0,198
Meat_Poultry,1.3,0,8
Hard_Cheese,16.9,0,6
Fruits,-16.6,1,106
Vegetables,24.8,0,6
Meat_Poultry,-5.4,0,8
Fermented_Dairy,-12.6,0,98
Hard_Cheese,24.9,0,5
Fruits,6.8,0,10
Meat_Poultry,-9.6,1,3
Fermented_Dairy,-23.8,0,77
Hard_Cheese,-18.7,0,79
Vegetables,18.2,0,6
Liquid_Dairy,19.4,0,1
Fruits,9.5,0,9
Cooked_Meals,2.1,1,2
Fermented_Dairy,-12.5,1,47
Hard_Cheese,-8.8,1,25
Fruits,5.8,1,9
Fermented_Dairy,1.5,0,16
Meat_Poultry,21.1,0,1
Cooked_Meals,-0.9,1,1
Liquid_Dairy,6.1,0,9
Hard_Cheese,-17.5,1,44
Meat_Poultry,5.8,1,2
Meat_Poultry,-15.3,1,98
Vegetables,-12.5,0,215
Vegetables,-17.1,1,136
Meat_Poultry,-6.1,1,3
Hard_Cheese,0.9,1,27
Cooked_Meals,14.5,0,1
Fruits,-19.9,1,135
Meat_Poultry,-12.0,0,168
Fermented_Dairy,-0.6,0,14
Cooked_Meals,-12.4,0,89
Fruits,21.3,0,6
Cooked_Meals,20.6,0,1
Fruits,16.4,0,5
Liquid_Dairy,-14.3,1,45
Fruits,-15.6,1,127
Hard_Cheese,22.1,1,3
Fruits,20.0,1,3
Hard_Cheese,8.1,0,22
Fruits,7.5,1,7
Meat_Poultry,7.4,0,5
Cooked_Meals,24.8,0,1
Fermented_Dairy,24.5,1,1
Hard_Cheese,-9.1,1,24
Fruits,10.3,0,8
Fermented_Dairy,-14.4,0,98
Cooked_Meals,-10.5,1,40
Liquid_Dairy,5.2,1,3
Fruits,-20.9,0,219
Fruits,-14.3,1,132
Hard_Cheese,14.4,0,7
Hard_Cheese,-20.3,1,39
Fermented_Dairy,-6.1,1,11
Fermented_Dairy,-1.1,1,10
Liquid_Dairy,-20.7,0,91
Fermented_Dairy,5.2,1,8
Fruits,0.7,0,15
Vegetables,6.9,0,12
Vegetables,-17.2,0,257
Fermented_Dairy,-2.1,0,15
Vegetables,17.7,1,3
Vegetables,5.0,1,8
Liquid_Dairy,-5.5,1,3
Meat_Poultry,8.2,1,2
Cooked_Meals,19.2,1,1
Fruits,-7.6,1,10
Liquid_Dairy,-6.4,0,10
Liquid_Dairy,13.1,1,1
Cooked_Meals,22.8,1,1
Vegetables,10.7,1,4
Hard_Cheese,8.5,1,16
Liquid_Dairy,-14.2,1,41
Hard_Cheese,-1.9,0,34
Hard_Cheese,21.8,1,3
Vegetables,10.5,0,7
Hard_Cheese,11.7,0,12
Cooked_Meals,-4.8,1,1
Fruits,2.2,0,15
Fruits,-6.1,0,16
Fermented_Dairy,-8.2,0,15
Vegetables,4.2,1,11
Cooked_Meals,-11.0,0,99
Meat_Poultry,23.9,0,1
Liquid_Dairy,16.4,0,1
Vegetables,-15.6,0,265
Cooked_Meals,18.5,1,1
Fermented_Dairy,7.4,0,11
Vegetables,-20.2,0,216
Fruits,21.1,1,3
Vegetables,-10.9,1,126
Hard_Cheese,8.6,0,19
Cooked_Meals,20.8,0,1
Liquid_Dairy,-14.9,1,46
Fruits,-6.3,1,11
Fruits,22.3,0,5
Cooked_Meals,24.3,0,1
Hard_Cheese,-1.5,0,30
Vegetables,7.0,0,12
Cooked_Meals,-5.7,0,4
Vegetables,-3.8,0,14
Meat_Poultry,-3.5,1,3
Cooked_Meals,-24.1,0,77
Cooked_Meals,-14.8,0,98
Meat_Poultry,5.3,0,6
Meat_Poultry,16.0,0,1
Hard_Cheese,3.0,1,29
Hard_Cheese,9.6,0,18
Vegetables,21.9,1,3
Liquid_Dairy,-23.5,0,94
Fermented_Dairy,-16.8,1,47
Vegetables,-13.0,1,123
Hard_Cheese,22.1,0,6
Cooked_Meals,21.5,0,1
Hard_Cheese,15.8,0,6
Liquid_Dairy,-24.6,0,85
Fermented_Dairy,2.7,1,9
Liquid_Dairy,10.3,0,6
Meat_Poultry,9.6,0,4
Fruits,-23.0,0,266
Liquid_Dairy,19.1,1,1
Liquid_Dairy,20.8,1,1
Cooked_Meals,12.4,0,1
Vegetables,-3.5,1,9
Fruits,24.7,0,6
Fermented_Dairy,-11.1,0,93
Hard_Cheese,-6.5,0,33
Vegetables,0.4,0,15
Cooked_Meals,-13.1,0,100
Hard_Cheese,-2.1,1,26
Liquid_Dairy,9.1,1,2
Liquid_Dairy,17.3,1,1
Liquid_Dairy,-0.2,1,3
Vegetables,12.3,0,4
Fruits,23.4,0,6
Liquid_Dairy,16.9,1,1
Vegetables,11.8,0,5
Fermented_Dairy,-3.5,1,11
Meat_Poultry,-13.5,1,94
Fermented_Dairy,0.5,0,13
Vegetables,-21.4,1,108
Fermented_Dairy,-5.7,0,12
Fruits,17.8,1,3
Liquid_Dairy,-21.5,1,39
Hard_Cheese,-9.9,1,24
Liquid_Dairy,-7.4,0,10
Fruits,-19.0,1,135
Liquid_Dairy,-17.0,1,49
Fruits,-19.7,0,263
Liquid_Dairy,19.2,1,1
Fermented_Dairy,-6.6,1,11
Fermented_Dairy,8.9,1,7
Cooked_Meals,-0.7,1,2
Fruits,-11.6,1,132
Vegetables,3.4,0,13
Fruits,-1.0,0,16
Vegetables,15.7,1,2
Fruits,14.2,0,3
Hard_Cheese,11.6,1,11
Hard_Cheese,-23.8,0,85
Fruits,-6.7,1,11
Fermented_Dairy,-5.6,1,8
Meat_Poultry,8.4,0,4
Vegetables,-17.0,0,226
Cooked_Meals,4.6,1,1
Cooked_Meals,15.3,0,1
Meat_Poultry,1.4,1,3
Cooked_Meals,-19.6,1,48
Fruits,24.4,0,5
Fruits,0.5,0,15
Fermented_Dairy,-21.8,1,39
Cooked_Meals,-2.7,0,4
Vegetables,11.9,1,3
Fermented_Dairy,-19.2,0,82
Hard_Cheese,21.4,0,7
Liquid_Dairy,-15.5,1,39
Hard_Cheese,-7.0,1,27
Liquid_Dairy,13.2,1,1
Fruits,-10.5,0,244
Cooked_Meals,-9.7,0,4
Liquid_Dairy,1.4,0,11
Cooked_Meals,18.0,1,1
Hard_Cheese,14.2,0,6
Cooked_Meals,5.8,0,3
Liquid_Dairy,-12.0,1,47
Cooked_Meals,12.6,1,1
Fermented_Dairy,-12.4,1,49
Fruits,1.7,0,14
Fruits,2.3,0,13
Cooked_Meals,12.2,0,1
Vegetables,16.2,0,6
Vegetables,-3.2,0,16
Cooked_Meals,-14.9,1,47
Liquid_Dairy,2.2,1,3
Liquid_Dairy,23.8,0,1
Vegetables,11.9,1,4
Vegetables,21.2,0,6
Fruits,18.1,1,3
Meat_Poultry,-6.5,0,7
Fermented_Dairy,23.2,0,3
Fermented_Dairy,-21.9,1,38
